timestamp,features,head_mode,eval_kind,manyup_ckpt,manyup_use_proj,time_pool,epochs,lr,knn_k,batch_size,seed,test_miou,test_overall_acc,avg_epoch_sec,manyup_native_out,timanyup_ckpt,timanyup_k,timanyup_hrlc,timanyup_query_input,timanyup_train_transform,timanyup_transform_epochs
2026-07-02T23:12:55,oe_base_s2s1_ps4_tile64,lp_pa2pa_bu,,,,,32,0.01,,32,0,0.49,0.79,4.97,,,,,,,
2026-07-02T23:13:12,oe_base_s2_ps4_tile64,lp_pa2pa_bu,,,,,32,0.01,,32,0,0.51,0.79,5.44,,,,,,,
2026-07-02T23:16:14,oe_base_s2s1_ps4_tile64,lp_pa2px,,,,,32,0.01,,32,0,0.48,0.79,4.74,,,,,,,
2026-07-02T23:16:52,oe_base_s2_ps4_tile64,lp_pa2px,,,,,32,0.01,,32,0,0.50,0.80,5.45,,,,,,,
2026-07-02T23:22:43,oe_base_s2_ps2_tile32,lp_pa2pa_bu,,,,,32,0.01,,32,0,0.53,0.81,15.67,,,,,,,
2026-07-02T23:35:47,oe_base_s2s1_ps4_tile64,anyup,,,,mean,32,0.01,,4,0,0.50,0.80,30.95,,,,,,,
2026-07-02T23:36:44,oe_base_s2_ps4_tile64,anyup,,,,mean,32,0.01,,4,0,0.52,0.80,31.87,,,,,,,
2026-07-02T23:38:24,oe_base_s2_ps2_tile32,lp_pa2px,,,,,32,0.01,,32,0,0.52,0.81,16.69,,,,,,,
2026-07-03T00:31:18,oe_base_s2_ps2_tile32,anyup,,,,mean,32,0.01,,4,0,0.54,0.81,82.06,,,,,,,
2026-07-03T01:59:24,oe_base_s2_ps4_tile64,anyup_t1,,,,mean,32,0.01,,4,0,0.53,0.81,263.22,,,,,,,
2026-07-03T02:04:26,oe_base_s2s1_ps4_tile64,anyup_t1,,,,mean,32,0.01,,4,0,0.51,0.80,274.25,,,,,,,
2026-07-03T02:12:29,oe_base_s2_ps1_tile1,lp_pa2pa_bu,,,,,32,0.01,,32,0,0.49,0.78,331.62,,,,,,,
2026-07-03T02:27:48,oe_base_s2_ps1_tile8,lp_pa2pa_bu,,,,,32,0.01,,32,0,0.51,0.81,357.88,,,,,,,
2026-07-03T04:12:35,oe_base_s2_ps4_tile64,anyup_t2,,,,mean,32,0.01,,4,0,0.53,0.81,245.12,,,,,,,
2026-07-03T04:15:17,oe_base_s2s1_ps4_tile64,anyup_t2,,,,mean,32,0.01,,4,0,0.51,0.80,240.66,,,,,,,
2026-07-03T05:12:08,oe_base_s2_ps1_tile1,lp_pa2px,,,,,32,0.01,,32,0,0.49,0.78,318.31,,,,,,,
2026-07-03T05:42:33,oe_base_s2_ps1_tile8,lp_pa2px,,,,,32,0.01,,32,0,0.51,0.81,346.08,,,,,,,
2026-07-03T06:59:18,oe_base_s2_ps2_tile32,anyup_t1,,,,mean,32,0.01,,4,0,0.54,0.82,720.96,,,,,,,
2026-07-03T08:53:07,oe_base_s2_ps1_tile1,anyup,,,,mean,32,0.01,,4,0,0.50,0.79,392.80,,,,,,,
2026-07-03T09:28:41,oe_base_s2_ps1_tile8,anyup,,,,mean,32,0.01,,4,0,0.54,0.81,402.43,,,,,,,
2026-07-06T04:46:45,oe_base_s2s1_ps4_tile64,anyup_t1_ens,,,,mean,32,0.01,,4,0,0.59,0.83,269.40,,,,,,,
2026-07-06T04:48:53,oe_base_s2_ps4_tile64,anyup_t1_ens,,,,mean,32,0.01,,4,0,0.60,0.83,272.87,,,,,,,
2026-07-06T07:02:57,oe_base_s2s1_ps4_tile64,anyup_t2_ens,,,,mean,32,0.01,,4,0,0.51,0.81,246.68,,,,,,,
2026-07-06T07:06:53,oe_base_s2_ps4_tile64,anyup_t2_ens,,,,mean,32,0.01,,4,0,0.53,0.81,252.06,,,,,,,
2026-07-06T08:43:52,oe_base_s2_ps2_tile32,anyup_t1_ens,,,,mean,32,0.01,,4,0,0.60,0.83,718.95,,,,,,,
2026-07-07T14:47:49,oe_base_s2_ps4_tile8,lp_pa2pa_bu,,,,,32,0.01,,32,0,0.48,0.78,6.31,,,,,,,
2026-07-07T14:52:01,oe_base_s2_ps4_tile8,lp_pa2px,,,,,32,0.01,,32,0,0.48,0.79,5.88,,,,,,,
2026-07-07T14:53:26,oe_base_s2_ps2_tile8,lp_pa2pa_bu,,,,,32,0.01,,32,0,0.51,0.80,11.21,,,,,,,
2026-07-07T15:04:59,oe_base_s2_ps2_tile8,lp_pa2px,,,,,32,0.01,,32,0,0.51,0.80,11.21,,,,,,,
2026-07-07T15:11:51,oe_base_s2_ps4_tile8,anyup,,,,mean,32,0.01,,4,0,0.51,0.80,30.94,,,,,,,
2026-07-07T15:56:22,oe_base_s2_ps2_tile8,anyup,,,,mean,32,0.01,,4,0,0.53,0.81,80.82,,,,,,,
2026-07-07T17:27:54,oe_base_s2_ps4_tile8,anyup_t2,,,,mean,32,0.01,,4,0,0.52,0.80,249.79,,,,,,,
2026-07-08T11:30:34,oe_base_s2_ps4_tile64,manyup,,manyup_oe_base_s2_ps4_tile64_to_oe_base_s2_ps1_tile1_ep9.pth,False,mean,20,0.01,,32,0,0.52,0.80,19.98,,,,,,,
2026-07-08T11:37:29,oe_base_s2_ps4_tile64,manyup,,manyup_oe_base_s2_ps4_tile64_to_oe_base_s2_ps1_tile32_ep9.pth,False,mean,20,0.01,,32,0,0.52,0.81,20.03,,,,,,,
2026-07-08T11:43:58,oe_base_s2_ps4_tile64,manyup,,manyup_oe_base_s2_ps4_tile64_to_oe_base_s2_ps1_tile64_ep9.pth,False,mean,20,0.01,,32,0,0.52,0.80,18.75,,,,,,,
2026-07-08T11:58:48,oe_base_s2_ps4_tile32,lp_pa2pa_bu,lp,,,,32,0.01,,32,0,0.50,0.79,5.26,,,,,,,
2026-07-08T11:58:58,oe_base_s2_ps4_tile4,lp_pa2pa_bu,lp,,,,32,0.01,,32,0,0.48,0.78,5.39,,,,,,,
2026-07-08T11:59:11,oe_base_s2_ps4_tile8,lp_pa2pa_bu,lp,,,,32,0.01,,32,0,0.48,0.78,5.65,,,,,,,
2026-07-08T12:02:45,oe_base_s2_ps4_tile32,lp_pa2px,lp,,,,32,0.01,,32,0,0.50,0.80,5.47,,,,,,,
2026-07-08T12:03:28,oe_base_s2_ps4_tile8,lp_pa2px,lp,,,,32,0.01,,32,0,0.48,0.79,5.44,,,,,,,
2026-07-08T12:03:31,oe_base_s2_ps4_tile4,lp_pa2px,lp,,,,32,0.01,,32,0,0.49,0.79,5.37,,,,,,,
2026-07-08T12:04:46,oe_base_s2_ps2_tile8,lp_pa2pa_bu,lp,,,,32,0.01,,32,0,0.51,0.80,10.18,,,,,,,
2026-07-08T12:05:13,oe_base_s2_ps2_tile2,lp_pa2pa_bu,lp,,,,32,0.01,,32,0,0.51,0.79,11.38,,,,,,,
2026-07-08T12:06:53,oe_base_s2_ps2_tile64,lp_pa2pa_bu,lp,,,,32,0.01,,32,0,0.52,0.81,13.71,,,,,,,
2026-07-08T12:16:41,oe_base_s2_ps2_tile8,lp_pa2px,lp,,,,32,0.01,,32,0,0.51,0.80,11.17,,,,,,,
2026-07-08T12:17:10,oe_base_s2_ps2_tile2,lp_pa2px,lp,,,,32,0.01,,32,0,0.50,0.79,10.89,,,,,,,
2026-07-08T12:19:25,oe_base_s2_ps2_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.51,0.81,14.70,,,,,,,
2026-07-08T12:23:19,oe_base_s2_ps4_tile32,anyup,lp,,,mean,32,0.01,,4,0,0.52,0.80,32.82,,,,,,,
2026-07-08T12:23:30,oe_base_s2_ps4_tile4,anyup,lp,,,mean,32,0.01,,4,0,0.51,0.79,33.18,,,,,,,
2026-07-08T12:23:31,oe_base_s2_ps4_tile8,anyup,lp,,,mean,32,0.01,,4,0,0.51,0.80,33.20,,,,,,,
2026-07-08T12:43:53,oe_base_s2_ps4_tile64,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.58,0.82,26.02,,,,,,,
2026-07-08T13:00:44,oe_base_s2_ps4_tile32,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.58,0.82,25.00,,,,,,,
2026-07-08T13:08:32,oe_base_s2_ps2_tile8,anyup,lp,,,mean,32,0.01,,4,0,0.53,0.81,80.17,,,,,,,
2026-07-08T13:09:26,oe_base_s2_ps2_tile2,anyup,lp,,,mean,32,0.01,,4,0,0.51,0.80,82.17,,,,,,,
2026-07-08T13:12:17,oe_base_s2_ps2_tile64,anyup,lp,,,mean,32,0.01,,4,0,0.53,0.81,83.71,,,,,,,
2026-07-08T14:40:34,oe_base_s2_ps4_tile32,anyup_t2,lp,,,mean,32,0.01,,4,0,0.53,0.81,252.10,,,,,,,
2026-07-08T14:41:39,oe_base_s2_ps4_tile4,anyup_t2,lp,,,mean,32,0.01,,4,0,0.51,0.80,253.51,,,,,,,
2026-07-08T14:41:49,oe_base_s2_ps4_tile8,anyup_t2,lp,,,mean,32,0.01,,4,0,0.52,0.80,253.84,,,,,,,
2026-07-08T15:02:23,oe_base_s2_ps1_tile32,lp_pa2pa_bu,lp,,,,32,0.01,,32,0,0.52,0.81,336.81,,,,,,,
2026-07-08T16:59:31,oe_base_s2_ps4_tile32,anyup_t2_ens,lp,,,mean,32,0.01,,4,0,0.53,0.81,255.67,,,,,,,
2026-07-08T17:01:51,oe_base_s2_ps4_tile4,anyup_t2_ens,lp,,,mean,32,0.01,,4,0,0.51,0.80,257.87,,,,,,,
2026-07-08T17:01:53,oe_base_s2_ps4_tile8,anyup_t2_ens,lp,,,mean,32,0.01,,4,0,0.52,0.80,257.55,,,,,,,
2026-07-08T18:06:50,oe_base_s2_ps1_tile32,lp_pa2px,lp,,,,32,0.01,,32,0,0.52,0.81,327.18,,,,,,,
2026-07-08T19:23:53,oe_base_s2_ps4_tile32,anyup_t1,lp,,,mean,32,0.01,,4,0,0.53,0.81,265.81,,,,,,,
2026-07-08T19:33:49,oe_base_s2_ps4_tile8,anyup_t1,lp,,,mean,32,0.01,,4,0,0.52,0.80,279.52,,,,,,,
2026-07-08T19:35:08,oe_base_s2_ps4_tile4,anyup_t1,lp,,,mean,32,0.01,,4,0,0.51,0.80,281.96,,,,,,,
2026-07-08T19:48:51,oe_base_s2_ps2_tile8,anyup_t2,lp,,,mean,32,0.01,,4,0,0.54,0.81,729.00,,,,,,,
2026-07-08T19:52:38,oe_base_s2_ps2_tile2,anyup_t2,lp,,,mean,32,0.01,,4,0,0.52,0.80,734.88,,,,,,,
2026-07-08T19:53:44,oe_base_s2_ps2_tile64,anyup_t2,lp,,,mean,32,0.01,,4,0,0.53,0.81,733.46,,,,,,,
2026-07-08T21:44:05,oe_base_s2_ps1_tile32,anyup,lp,,,mean,32,0.01,,4,0,0.53,0.81,385.51,,,,,,,
2026-07-08T21:58:00,oe_base_s2_ps4_tile32,anyup_t1_ens,lp,,,mean,32,0.01,,4,0,0.59,0.82,281.53,,,,,,,
2026-07-08T22:01:28,oe_base_s2_ps4_tile8,anyup_t1_ens,lp,,,mean,32,0.01,,4,0,0.58,0.82,270.88,,,,,,,
2026-07-08T22:10:38,oe_base_s2_ps4_tile4,anyup_t1_ens,lp,,,mean,32,0.01,,4,0,0.56,0.81,286.32,,,,,,,
2026-07-14T03:30:09,oe_base_s2_ps4_tile4,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.55,0.81,25.44,,,,,,,
2026-07-14T03:31:01,oe_base_s2_ps4_tile64,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.58,0.82,26.64,,,,,,,
2026-07-14T03:31:21,oe_base_s2_ps4_tile32,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.58,0.82,27.19,,,,,,,
2026-07-14T03:31:46,oe_base_s2_ps4_tile8,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.56,0.81,28.43,,,,,,,
2026-07-14T03:59:09,oe_base_s2_ps1_tile64,lp_pa2pa_bu,lp,,,,32,0.01,,32,0,0.51,0.80,38.38,,,,,,,
2026-07-14T04:26:58,oe_base_s2_ps2_tile32,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.59,0.83,130.78,,,,,,,
2026-07-14T04:27:14,oe_base_s2_ps2_tile64,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.59,0.83,131.03,,,,,,,
2026-07-14T04:32:23,oe_base_s2_ps2_tile2,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.56,0.81,141.89,,,,,,,
2026-07-14T04:37:51,oe_base_s2_ps2_tile8,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.58,0.82,151.55,,,,,,,
2026-07-14T04:43:32,oe_base_s2_ps1_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.51,0.80,37.65,,,,,,,
2026-07-14T08:46:04,oe_base_s2_ps1_tile64,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.58,0.83,617.37,,,,,,,
2026-07-14T09:00:43,oe_base_s2_ps1_tile32,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.60,0.83,645.57,,,,,,,
2026-07-14T09:04:22,oe_base_s2_ps1_tile8,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.58,0.82,652.14,,,,,,,
2026-07-14T09:06:31,oe_base_s2_ps1_tile1,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.54,0.80,656.84,,,,,,,
2026-07-14T17:05:57,oe_base_s2_ps4_tile8,manyup,lp,manyup_oe_base_s2_ps4_tile8_to_oe_base_s2_ps1_tile32_ep9.pth,True,mean,32,0.01,,32,0,0.49,0.79,28.32,,,,,,,
2026-07-14T17:06:02,oe_base_s2_ps4_tile64,manyup,lp,manyup_oe_base_s2_ps4_tile64_to_oe_base_s2_ps1_tile1_ep9.pth,True,mean,32,0.01,,32,0,0.49,0.79,28.48,,,,,,,
2026-07-14T17:06:09,oe_base_s2_ps4_tile32,manyup,lp,manyup_oe_base_s2_ps4_tile32_to_oe_base_s2_ps1_tile32_ep9.pth,True,mean,32,0.01,,32,0,0.51,0.80,28.68,,,,,,,
2026-07-14T17:07:19,oe_base_s2_ps4_tile4,manyup,lp,manyup_oe_base_s2_ps4_tile4_to_oe_base_s2_ps1_tile1_ep9.pth,True,mean,32,0.01,,32,0,0.50,0.79,31.41,,,,,,,
2026-07-14T17:21:10,oe_base_s2_ps4_tile64,manyup,lp,manyup_oe_base_s2_ps4_tile64_to_oe_base_s2_ps1_tile32_ep31.pth,True,mean,32,0.01,,32,0,0.52,0.80,28.15,,,,,,,
2026-07-14T17:24:14,oe_base_s2_ps4_tile4,manyup,lp,manyup_oe_base_s2_ps4_tile4_to_oe_base_s2_ps1_tile32_ep9.pth,True,mean,32,0.01,,32,0,0.50,0.79,31.46,,,,,,,
2026-07-14T17:36:16,oe_base_s2_ps4_tile64,manyup,lp,manyup_oe_base_s2_ps4_tile64_to_oe_base_s2_ps1_tile64_ep9.pth,True,mean,32,0.01,,32,0,0.50,0.80,28.06,,,,,,,
2026-07-14T17:41:18,oe_base_s2_ps4_tile4,manyup,lp,manyup_oe_base_s2_ps4_tile4_to_oe_base_s2_ps1_tile64_ep9.pth,True,mean,32,0.01,,32,0,0.48,0.78,31.75,,,,,,,
2026-08-12T05:40:07,oe_base_s2_ps16_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.37,0.74,1.17,,,,,,,
2026-08-12T05:41:06,oe_base_s2_ps16_tile64,lp_pa2pa_bu,lp,,,,32,0.01,,32,0,0.33,0.68,1.15,,,,,,,
2026-08-12T05:49:23,oe_base_s2_ps16_tile64,anyup,lp,,,median,32,0.01,,4,0,0.35,0.70,13.91,,,,,,,
2026-08-12T13:11:50,oe_base_s2_ps16_tile64,anyup,lp,,,mean,32,0.01,,4,0,0.36,0.70,17.78,,,,,,,
2026-08-12T13:40:46,oe_base_s2_ps8_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.46,0.78,4.53,,,,,,,
2026-08-12T14:03:46,oe_base_s2_ps8_tile64,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.54,0.81,10.29,,,,,,,
2026-08-12T14:20:54,oe_base_s2_ps16_tile64,lp_pa2px_ens,lp,,,,32,0.01,,32,0,0.45,0.76,6.66,,,,,,,
2026-08-13T03:03:30,oe_base_s2_ps8_tile64,anyup,lp,,,median,32,0.01,,4,0,0.46,0.77,18.08,,,,,,,
2026-08-13T03:05:59,oe_base_s2_ps8_tile64,anyup,lp,,,mean,32,0.01,,4,0,0.48,0.78,22.66,,,,,,,
2026-08-13T04:22:53,oe_base_s2_ps8_tile64,anyup_t1,lp,,,mean,32,0.01,,4,0,0.49,0.78,141.10,,,,,,,
2026-08-13T05:36:25,oe_base_s2_ps8_tile64,anyup_t2,lp,,,mean,32,0.01,,4,0,0.48,0.78,134.47,,,,,,,
2026-08-13T06:56:07,oe_base_s2_ps8_tile64,anyup_t1_ens,lp,,,mean,32,0.01,,4,0,0.55,0.80,146.35,,,,,,,
2026-08-13T08:12:08,oe_base_s2_ps8_tile64,anyup_t2_ens,lp,,,mean,32,0.01,,4,0,0.49,0.79,139.16,,,,,,,
2026-08-26T18:59:02,oe_base_s2_ps16_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.37,0.74,1.38,,,,,,,
2026-08-26T19:00:25,oe_base_s2_ps16_tile128_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.36,0.73,1.11,,,,,,,
2026-08-26T19:00:47,oe_base_s2_ps8_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.46,0.78,3.75,,,,,,,
2026-08-26T19:02:12,oe_base_s2_ps8_tile128_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.42,0.76,1.68,,,,,,,
2026-08-26T19:03:01,oe_base_s2_ps16_tile16,lp_pa2px,lp,,,,32,0.01,,32,0,0.37,0.74,0.99,,,,,,,
2026-08-26T19:03:24,oe_base_s2_ps4_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.50,0.80,6.66,,,,,,,
2026-08-26T19:06:38,oe_base_s2_ps8_tile16,lp_pa2px,lp,,,,32,0.01,,32,0,0.44,0.77,5.02,,,,,,,
2026-08-26T19:08:24,oe_base_s2_ps4_tile16,lp_pa2px,lp,,,,32,0.01,,32,0,0.49,0.80,5.35,,,,,,,
2026-08-26T19:12:38,oe_base_s2_ps2_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.51,0.81,16.94,,,,,,,
2026-08-26T19:16:06,oe_base_s2_ps4_tile128_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.43,0.77,2.85,,,,,,,
2026-08-26T19:29:40,oe_base_s2_ps2_tile16,lp_pa2px,lp,,,,32,0.01,,32,0,0.51,0.81,11.43,,,,,,,
2026-08-26T21:53:28,oe_base_s2_ps1_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.51,0.80,311.62,,,,,,,
2026-08-26T22:11:18,oe_base_s2_ps2_tile128_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.42,0.77,7.60,,,,,,,
2026-08-27T00:01:51,oe_base_s2_ps1_tile16,lp_pa2px,lp,,,,32,0.01,,32,0,0.52,0.81,328.98,,,,,,,
2026-08-27T15:08:35,oe_base_s2_ps16_tile64_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.36,0.74,1.21,,,,,,,
2026-08-27T15:09:44,oe_base_s2_ps8_tile64_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.44,0.78,1.33,,,,,,,
2026-08-27T15:11:58,oe_base_s2_ps16_tile16_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.35,0.73,1.10,,,,,,,
2026-08-27T15:12:32,oe_base_s2_ps8_tile16_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.43,0.77,1.29,,,,,,,
2026-08-27T15:15:24,oe_base_s2_ps4_tile16_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.47,0.79,3.06,,,,,,,
2026-08-27T15:17:20,oe_base_s2_ps4_tile64_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.49,0.80,3.18,,,,,,,
2026-08-27T15:38:31,oe_base_s2_ps2_tile16_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.50,0.80,7.28,,,,,,,
2026-08-27T16:18:03,oe_base_s2_ps2_tile64_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.50,0.80,7.77,,,,,,,
2026-08-30T15:01:32,oe_base_s2_ps8_tile64_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.44,0.78,1.45,,,,,,,
2026-08-30T15:01:34,oe_base_s2_ps8_tile16_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.43,0.77,1.52,,,,,,,
2026-08-30T15:03:23,oe_base_s2_ps8_tile64_img128,lp_pa2px,lp,,,,64,0.01,,32,0,0.46,0.78,1.37,,,,,,,
2026-08-30T15:03:28,oe_base_s2_ps8_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.46,0.78,4.33,,,,,,,
2026-08-30T15:03:43,oe_base_s2_ps8_tile16_img128,lp_pa2px,lp,,,,64,0.01,,32,0,0.44,0.77,1.50,,,,,,,
2026-08-30T15:06:31,oe_base_s2_ps8_tile64_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.46,0.78,1.32,,,,,,,
2026-08-30T15:07:08,oe_base_s2_ps8_tile16_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.45,0.77,1.45,,,,,,,
2026-08-30T15:09:43,oe_base_s2_ps8_tile64_img128,lp_pa2px,lp,,,,128,0.02,,32,0,0.47,0.78,1.35,,,,,,,
2026-08-30T15:10:16,oe_base_s2_ps8_tile16_img128,lp_pa2px,lp,,,,128,0.02,,32,0,0.45,0.77,1.32,,,,,,,
2026-08-30T15:12:36,oe_base_s2_ps8_tile64,lp_pa2px,lp,,,,128,0.01,,32,0,0.47,0.78,3.98,,,,,,,
2026-08-30T15:12:53,oe_base_s2_ps8_tile64_img128,lp_pa2px,lp,,,,128,0.005,,32,0,0.46,0.78,1.34,,,,,,,
2026-08-30T15:13:21,oe_base_s2_ps8_tile16_img128,lp_pa2px,lp,,,,128,0.005,,32,0,0.44,0.77,1.30,,,,,,,
2026-08-30T15:19:09,oe_base_s2_ps8_tile128_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.44,0.77,1.30,,,,,,,
2026-08-30T15:19:17,oe_base_s2_ps16_tile128_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.37,0.73,1.11,,,,,,,
2026-08-30T15:19:31,oe_base_s2_ps16_tile64_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.38,0.74,1.15,,,,,,,
2026-08-30T15:23:13,oe_base_s2_ps16_tile16_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.38,0.74,1.11,,,,,,,
2026-08-30T15:29:09,oe_base_s2_ps4_tile16_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.49,0.80,2.99,,,,,,,
2026-08-30T15:30:40,oe_base_s2_ps4_tile64_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.51,0.80,2.87,,,,,,,
2026-08-30T15:39:33,oe_base_s2_ps4_tile128_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.45,0.78,3.22,,,,,,,
2026-08-30T16:01:09,oe_base_s2_ps2_tile16_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.52,0.81,8.38,,,,,,,
2026-08-30T16:42:30,oe_base_s2_ps2_tile64_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.52,0.81,8.67,,,,,,,
2026-08-30T18:52:13,oe_base_s2_ps2_tile128_img128,lp_pa2px,lp,,,,128,0.01,,32,0,0.45,0.78,10.18,,,,,,,
2026-08-31T08:58:11,oe_base_s2_ps1_tile64_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.49,0.80,395.88,,,,,,,
2026-08-31T12:39:56,oe_base_s2_ps8_tile128_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.42,0.76,1.71,,,,,,,
2026-09-01T00:22:50,oe_base_s2_ps1_tile128_img128,lp_pa2px,lp,,,,32,0.01,,32,0,0.40,0.76,393.83,,,,,,,
2026-09-01T22:28:39,oe_base_s2_ps16_tile64,manyup,lp,manyup_oe_base_s2_ps16_tile64_to_oe_base_s2_ps4_tile64_ep9.pth,True,mean,32,0.01,,32,0,0.37,0.72,11.50,,,,,,,
2026-09-01T22:38:27,oe_base_s2_ps16_tile64,manyup,lp,manyup_oe_base_s2_ps16_tile64_to_oe_base_s2_ps4_tile64_ep9.pth,True,mean,32,0.01,,32,0,0.37,0.72,11.24,,,,,,,
2026-09-01T22:38:29,oe_base_s2_ps16_tile64,manyup,lp,manyup_oe_base_s2_ps16_tile64_to_oe_base_s2_ps4_tile64_ep9.pth,True,mean,32,0.01,,32,0,0.37,0.72,11.33,,,,,,,
2026-09-01T22:45:09,oe_base_s2_ps16_tile64,manyup,lp,manyup_oe_base_s2_ps16_tile64_to_oe_base_s2_ps4_tile64_ep9.pth,True,mean,32,0.01,,32,0,0.37,0.72,9.16,,,,,,,
2026-09-01T22:46:56,oe_base_s2_ps16_tile64,manyup,lp,manyup_oe_base_s2_ps16_tile64_to_oe_base_s2_ps4_tile64_ep9.pth,True,mean,32,0.01,,32,0,0.37,0.72,8.34,,,,,,,
2026-09-02T01:22:42,oe_base_s2_ps16_tile64,manyup,lp,manyup_oe_base_s2_ps16_tile64_to_oe_base_s2_ps4_tile64_ep31.pth,True,mean,32,0.01,,32,0,0.37,0.72,6.11,True,,,,,,
2026-09-02T01:27:32,oe_base_s1_ps16_tile64,manyup,lp,manyup_oe_base_s1_ps16_tile64_to_oe_base_s1_ps4_tile64_ep31.pth,True,mean,32,0.01,,32,0,0.23,0.64,6.19,True,,,,,,
2026-09-02T01:32:22,oe_base_s2s1_ps16_tile64,manyup,lp,manyup_oe_base_s2s1_ps16_tile64_to_oe_base_s2s1_ps4_tile64_ep31.pth,True,mean,32,0.01,,32,0,0.36,0.72,6.12,True,,,,,,
2026-09-02T02:04:01,oe_base_s2_ps16_tile64,lp_pa2px,lp,,,,1,0.01,,32,0,0.31,0.71,1.25,,,,,,,
2026-09-02T02:10:30,oe_base_s2_ps4_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.50,0.80,4.49,,,,,,,
2026-09-02T02:11:29,oe_base_s2_ps16_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.37,0.74,1.05,,,,,,,
2026-09-02T02:21:40,oe_base_s2_ps16_tile64,anyup,lp,,,mean,32,0.01,,32,0,0.36,0.70,6.24,,,,,,,
2026-09-02T03:40:04,oe_base_s2_ps16_tile64,manyup,lp,manyup_oe_base_s2_ps16_tile64_to_oe_base_s2_ps4_tile64_manyup_ep31.pth,True,mean,32,0.01,,32,0,0.38,0.72,6.10,True,,,,,,
2026-09-02T04:10:23,oe_base_s1_ps16_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.22,0.65,0.99,,,,,,,
2026-09-02T04:12:28,oe_base_s2s1_ps16_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.36,0.73,1.04,,,,,,,
2026-09-02T04:27:09,oe_base_s1_ps8_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.28,0.70,3.90,,,,,,,
2026-09-02T04:27:25,oe_base_s2s1_ps8_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.44,0.77,3.28,,,,,,,
2026-09-02T04:30:06,oe_base_s2_ps8_tile64,lp_pa2px,lp,,,,32,0.01,,32,0,0.46,0.78,3.69,,,,,,,
2026-09-02T04:39:32,oe_base_s2_ps8_tile64,manyup,lp,manyup_oe_base_s2_ps8_tile64_to_oe_base_s2_ps4_tile64_ep31.pth,True,mean,32,0.01,,32,0,0.47,0.77,11.61,True,,,,,,
